Episode,Run 1,Run 2,Run 3
4813,102,131,32
4814,62,89,30
4815,66,60,87
4816,69,104,55
4817,86,116,59
4818,68,90,33
4819,48,82,61
4820,72,55,47
4821,65,90,62
4822,59,148,62
4823,59,84,71
4824,92,123,32
4825,67,36,129
4826,92,64,30
4827,76,145,61
4828,102,63,26
4829,50,109,72
4830,67,93,59
4831,69,111,80
4832,71,33,84
4833,52,86,69
4834,52,92,30
4835,70,98,71
4836,57,113,71
4837,57,98,81
4838,55,89,36
4839,44,93,69
4840,64,82,37
4841,71,122,55
4842,61,34,90
4843,85,90,77
4844,74,87,58
4845,70,116,49
4846,69,84,31
4847,60,121,54
4848,98,78,72
4849,65,161,60
4850,57,78,29
4851,64,78,75
4852,53,91,25
4853,60,115,59
4854,77,131,43
4855,50,82,58
4856,88,47,76
4857,58,88,66
4858,63,70,62
4859,70,123,61
4860,58,97,57
4861,58,91,59
4862,54,94,49
4863,58,156,61
4864,68,136,71
4865,89,104,114
4866,59,87,63
4867,46,157,64
4868,62,38,63
4869,69,98,66
4870,70,112,59
4871,69,70,28
4872,91,80,98
4873,62,86,55
4874,50,34,76
4875,62,106,74
4876,64,92,63
4877,70,143,66
4878,90,81,64
4879,67,47,62
4880,60,148,58
4881,55,114,75
4882,51,101,30
4883,50,80,124
4884,61,73,65
4885,60,76,42
4886,56,74,77
4887,60,84,61
4888,75,78,80
4889,70,67,74
4890,77,126,39
4891,69,102,62
4892,48,76,61
4893,83,38,60
4894,71,104,39
4895,60,66,82
4896,45,32,92
4897,53,112,74
4898,68,112,39
4899,59,84,95
4900,59,174,66
4901,63,59,74
4902,50,115,42
4903,61,87,79
4904,74,106,55
4905,67,97,32
4906,47,39,33
4907,84,70,38
4908,53,79,73
4909,58,37,45
4910,69,122,62
4911,69,70,34
4912,57,97,79
4913,68,45,68
4914,65,122,64
4915,78,75,67
4916,58,99,55
4917,51,85,56
4918,65,66,64
4919,48,74,55
4920,58,75,79
4921,56,130,68
4922,76,77,94
4923,49,102,61
4924,75,77,67
4925,55,71,85
4926,66,87,27
4927,62,112,83
4928,82,43,57
4929,87,130,70
4930,61,136,63
4931,91,82,32
4932,103,145,31
4933,58,154,58
4934,44,126,81
4935,77,113,65
4936,57,86,89
4937,41,109,58
4938,125,104,28
4939,54,131,77
4940,70,103,30
4941,64,101,110
4942,66,89,31
4943,66,99,34
4944,115,105,61
4945,41,97,65
4946,60,78,61
4947,52,108,74
4948,64,80,40
4949,52,75,60
4950,91,98,31
4951,79,75,48
4952,62,105,30
4953,62,72,61
4954,67,30,119
4955,67,39,60
4956,60,72,79
4957,63,46,59
4958,53,112,82
4959,76,135,92
4960,58,176,55
4961,65,153,28
4962,88,64,33
4963,63,93,27
4964,76,34,58
4965,57,116,27
4966,62,76,62
4967,66,88,57
4968,68,41,33
4969,78,122,66
4970,44,87,58
4971,49,103,66
4972,58,67,62
4973,45,114,37
4974,53,71,62
4975,63,139,103
4976,101,110,57
4977,52,94,42
4978,65,111,79
4979,63,90,30
4980,68,79,94
4981,45,72,64
4982,67,103,77
4983,60,86,52
4984,48,73,68
4985,57,130,31
4986,56,70,148
4987,55,91,53
4988,61,142,80
4989,68,94,115
4990,64,128,77
4991,70,114,65
4992,68,66,32
4993,65,82,64
4994,71,64,60
4995,59,117,34
4996,89,113,70
4997,67,74,131
4998,55,79,62
4999,54,64,32
5000,57,37,36
5001,57,92,36
5002,60,104,131
5003,68,49,38
5004,62,47,33
5005,63,86,70
5006,64,82,42
5007,83,44,73
5008,60,134,50
5009,55,61,30
5010,62,106,79
5011,65,40,74
5012,40,75,52
5013,54,34,51
5014,46,85,118
5015,59,113,63
5016,52,71,31
5017,61,98,69
5018,72,94,62
5019,64,76,73
5020,66,130,43
5021,86,97,54
5022,63,158,71
5023,74,93,56
5024,73,132,36
5025,43,89,60
5026,82,102,115
5027,62,39,30
5028,64,113,82
5029,49,171,29
5030,57,92,133
5031,82,83,81
5032,52,90,32
5033,57,118,36
5034,55,86,64
5035,90,85,76
5036,40,72,26
5037,65,106,119
5038,60,106,38
5039,71,92,33
5040,62,115,72
5041,66,65,30
5042,76,66,68
5043,86,47,37
5044,60,76,90
5045,72,156,66
5046,72,97,31
5047,59,39,63
5048,56,137,67
5049,69,33,55
5050,79,38,120
5051,83,107,36
5052,71,103,112
5053,62,94,54
5054,58,30,38
5055,62,70,117
5056,93,131,65
5057,66,168,63
5058,89,64,30
5059,74,85,57
5060,65,89,63
5061,65,73,36
5062,66,79,70
5063,81,80,31
5064,81,92,60
5065,66,100,116
5066,62,77,35
5067,65,118,110
5068,46,70,66
5069,58,145,43
5070,58,83,31
5071,61,30,60
5072,63,37,66
5073,64,42,53
5074,63,102,57
5075,53,82,75
5076,66,107,63
5077,58,34,88
5078,83,85,56
5079,64,128,30
5080,64,85,58
5081,52,101,76
5082,79,113,147
5083,84,117,70
5084,66,51,59
5085,80,116,89
5086,51,88,47
5087,76,129,72
5088,52,107,55
5089,63,88,62
5090,54,43,73
5091,83,104,27
5092,82,199,58
5093,73,82,59
5094,68,72,37
5095,40,92,63
5096,66,100,64
5097,55,102,94
5098,69,75,35
5099,70,88,43
5100,76,78,61
5101,55,84,42
5102,77,70,33
5103,56,73,68
5104,88,82,45
5105,65,124,55
5106,63,92,90
5107,72,89,37
5108,64,90,49
5109,61,101,30
5110,63,88,65
5111,64,78,60
5112,53,76,66
5113,60,75,57
5114,77,101,65
5115,57,70,53
5116,99,87,32
5117,65,39,71
5118,84,80,76
5119,59,75,67
5120,83,99,37
5121,73,63,61
5122,73,87,30
5123,61,79,57
5124,87,84,31
5125,52,81,28
5126,63,112,53
5127,82,38,75
5128,89,76,62
5129,54,85,59
5130,61,100,62
5131,78,98,30
5132,72,111,39
5133,49,81,33
5134,59,96,72
5135,91,94,62
5136,56,87,73
5137,49,78,69
5138,70,114,74
5139,63,45,59
5140,61,111,38
5141,69,86,62
5142,72,102,79
5143,67,61,26
5144,42,65,66
5145,65,176,76
5146,50,73,31
5147,57,113,63
5148,47,82,76
5149,48,75,88
5150,47,146,67
5151,60,87,64
5152,73,113,88
5153,79,69,94
5154,73,89,60
5155,58,79,43
5156,58,43,74
5157,93,90,36
5158,60,128,105
5159,66,97,60
5160,73,59,30
5161,65,118,64
5162,59,100,74
5163,64,120,66
5164,59,88,36
5165,89,68,32
5166,82,39,29
5167,46,93,65
5168,65,57,76
5169,68,87,28
5170,53,80,36
5171,59,96,56
5172,56,83,58
5173,65,96,79
5174,78,130,69
5175,89,159,75
5176,61,81,75
5177,69,109,61
5178,57,88,74
5179,58,131,77
5180,40,90,55
5181,92,109,121
5182,54,132,76
5183,66,107,51
5184,60,121,58
5185,67,96,92
5186,76,141,66
5187,72,144,104
5188,49,37,64
5189,64,123,149
5190,64,82,72
5191,60,100,57
5192,66,85,69
5193,60,90,60
5194,80,102,37
5195,62,109,38
5196,68,103,36
5197,46,107,71
5198,69,148,68
5199,78,108,121
5200,53,89,84
5201,64,120,49
5202,60,39,66
5203,69,97,80
5204,55,121,34
5205,65,119,46
5206,67,134,65
5207,68,77,60
5208,48,79,76
5209,59,72,57
5210,60,85,61
5211,72,81,73
5212,70,74,119
5213,65,69,75
5214,65,88,85
5215,54,73,82
5216,65,115,31
5217,73,103,62
5218,64,133,70
5219,81,79,54
5220,69,83,64
5221,71,113,56
5222,57,117,60
5223,58,113,58
5224,65,140,32
5225,77,108,97
5226,70,97,64
5227,89,45,32
5228,69,80,47
5229,66,68,66
5230,55,87,70
5231,58,136,34
5232,64,100,29
5233,65,86,57
5234,58,53,106
5235,64,34,66
5236,79,88,59
5237,56,89,74
5238,56,112,58
5239,58,88,51
5240,62,80,31
5241,71,84,58
5242,69,106,63
5243,65,114,78
5244,67,95,66
5245,86,104,62
5246,60,96,60
5247,84,139,66
5248,72,95,74
5249,55,66,76
5250,66,93,53
5251,56,82,81
5252,76,110,32
5253,70,98,62
5254,53,86,58
5255,62,84,103
5256,70,95,76
5257,85,89,58
5258,61,111,35
5259,60,138,51
5260,77,32,61
5261,49,93,76
5262,57,165,55
5263,71,107,56
5264,65,77,116
5265,68,41,34
5266,62,32,54
5267,52,43,61
5268,118,117,32
5269,63,71,54
5270,43,65,79
5271,57,41,62
5272,82,71,36
5273,67,66,38
5274,64,76,56
5275,55,104,37
5276,77,132,40
5277,92,126,30
5278,89,106,58
5279,70,79,39
5280,69,67,56
5281,69,122,55
5282,71,99,51
5283,51,77,32
5284,63,110,32
5285,72,93,85
5286,64,96,61
5287,68,88,65
5288,69,93,76
5289,57,116,72
5290,63,72,64
5291,42,41,69
5292,67,104,80
5293,65,80,38
5294,69,94,52
5295,64,123,55
5296,58,45,77
5297,66,93,50
5298,58,123,71
5299,44,82,85
5300,73,47,51
5301,53,134,79
5302,66,57,73
5303,56,103,39
5304,61,75,56
5305,58,110,61
5306,62,95,93
5307,61,41,42
5308,63,100,41
5309,84,100,55
5310,60,89,78
5311,82,76,29
5312,67,32,38
5313,44,90,30
5314,62,78,77
5315,54,76,31
5316,52,130,64
5317,70,108,37
5318,63,86,72
5319,45,186,77
5320,66,81,30
5321,56,73,64
5322,69,43,65
5323,92,34,82
5324,60,63,80
5325,52,106,73
5326,52,109,124
5327,61,154,60
5328,57,75,67
5329,68,113,104
5330,93,93,63
5331,67,90,80
5332,64,140,32
5333,58,73,60
5334,70,106,75
5335,69,117,59
5336,43,87,26
5337,60,76,73
5338,56,94,57
5339,65,76,68
5340,58,88,74
5341,66,88,138
5342,53,30,60
5343,48,80,58
5344,45,130,59
5345,60,97,96
5346,78,43,112
5347,62,80,33
5348,62,72,75
5349,61,84,58
5350,51,133,53
5351,58,59,63
5352,62,72,69
5353,65,96,68
5354,59,90,35
5355,59,89,68
5356,111,189,30
5357,68,69,55
5358,61,93,70
5359,46,104,27
5360,62,83,57
5361,68,103,238
5362,65,69,86
5363,60,59,36
5364,53,89,85
5365,50,78,68
5366,64,79,34
5367,69,87,58
5368,73,88,67
5369,67,99,71
5370,56,84,72
5371,44,71,75
5372,76,114,32
5373,61,75,59
5374,96,80,37
5375,56,65,36
5376,68,36,71
5377,55,89,80
5378,66,100,32
5379,82,117,78
5380,78,34,59
5381,58,86,28
5382,85,31,74
5383,65,95,93
5384,62,82,42
5385,90,83,35
5386,66,57,60
5387,50,70,67
5388,68,79,32
5389,63,80,33
5390,86,106,57
5391,75,112,59
5392,90,151,30
5393,61,42,41
5394,60,121,35
5395,72,80,62
5396,86,82,32
5397,72,118,112
5398,58,90,50
5399,65,76,58
5400,91,142,83
5401,46,32,37
5402,48,43,67
5403,62,84,75
5404,66,81,78
5405,75,98,70
5406,62,94,69
5407,49,76,57
5408,89,120,103
5409,82,100,85
5410,60,103,55
5411,77,73,46
5412,107,86,64
5413,86,74,38
5414,59,106,83
5415,48,70,61
5416,58,86,53
5417,64,81,100
5418,62,124,113
5419,67,108,29
5420,67,61,39
5421,49,102,29
5422,118,89,41
5423,56,81,55
5424,55,30,78
5425,62,53,72
5426,52,141,75
5427,63,115,28
5428,65,66,30
5429,57,72,76
5430,63,107,85
5431,74,84,62
5432,64,122,42
5433,70,84,37
5434,97,33,33
5435,61,113,61
5436,61,123,27
5437,56,91,130
5438,67,45,54
5439,78,97,75
5440,62,70,37
5441,53,99,36
5442,71,78,28
5443,59,37,34
5444,69,97,64
5445,84,93,87
5446,70,136,64
5447,51,86,59
5448,72,128,55
5449,60,84,53
5450,66,104,76
5451,58,79,63
5452,60,80,29
5453,52,154,32
5454,93,85,35
5455,78,110,65
5456,67,143,58
5457,65,53,59
5458,52,70,118
5459,56,108,58
5460,95,115,55
5461,56,126,45
5462,72,37,30
5463,68,62,31
5464,53,73,36
5465,81,89,32
5466,64,78,61
5467,53,74,98
5468,62,91,32
5469,47,80,34
5470,96,143,82
5471,52,112,32
5472,58,84,56
5473,58,49,152
5474,64,60,117
5475,64,209,56
5476,82,89,68
5477,58,126,32
5478,80,44,72
5479,85,86,60
5480,67,154,76
5481,54,149,89
5482,49,108,30
5483,68,78,58
5484,73,129,67
5485,73,140,80
5486,64,152,41
5487,82,106,62
5488,65,37,87
5489,103,90,75
5490,76,39,63
5491,66,83,32
5492,68,102,71
5493,61,133,33
5494,73,96,66
5495,61,116,33
5496,62,116,38
5497,56,70,66
5498,51,83,85
5499,57,86,33
5500,76,80,115
5501,66,134,62
5502,59,93,87
5503,58,83,73
5504,73,84,55
5505,82,32,78
5506,68,153,58
5507,97,81,37
5508,56,77,26
5509,107,69,53
5510,44,78,83
5511,55,128,74
5512,68,124,69
5513,80,34,27
5514,41,78,34
5515,75,114,58
5516,95,100,72
5517,64,124,58
5518,54,102,82
5519,69,112,61
5520,67,88,27
5521,70,100,35
5522,54,126,36
5523,61,87,68
5524,84,130,70
5525,55,80,28
5526,60,96,70
5527,69,132,133
5528,50,94,65
5529,49,122,117
5530,62,80,59
5531,42,84,57
5532,59,48,33
5533,63,88,51
5534,63,152,55
5535,81,77,68
5536,54,111,71
5537,62,97,84
5538,60,90,32
5539,54,85,73
5540,68,79,63
5541,68,134,72
5542,62,99,57
5543,62,90,34
5544,63,116,68
5545,50,87,33
5546,76,88,35
5547,60,131,77
5548,93,66,37
5549,47,72,59
5550,53,136,52
5551,73,140,63
5552,60,35,58
5553,85,71,61
5554,79,130,65
5555,66,127,60
5556,82,86,99
5557,58,88,62
5558,63,77,28
5559,99,88,88
5560,70,103,37
5561,60,77,68
5562,56,49,70
5563,57,100,31
5564,45,115,86
5565,66,78,107
5566,52,74,66
5567,78,33,73
5568,64,111,56
5569,75,30,64
5570,56,166,60
5571,62,127,75
5572,60,79,86
5573,56,121,41
5574,48,75,57
5575,54,93,59
5576,119,76,37
5577,60,98,63
5578,75,132,54
5579,63,86,33
5580,59,51,63
5581,68,55,32
5582,62,127,56
5583,44,42,86
5584,97,41,79
5585,47,103,59
5586,68,36,64
5587,79,84,68
5588,67,95,94
5589,67,86,74
5590,65,107,37
5591,65,30,109
5592,46,96,75
5593,60,71,61
5594,49,96,62
5595,61,62,109
5596,50,55,65
5597,71,115,57
5598,57,80,54
5599,61,96,61
5600,62,128,47
5601,57,72,85
5602,53,82,43
5603,70,90,117
5604,44,126,59
5605,58,77,30
5606,62,121,76
5607,73,85,58
5608,67,104,74
5609,55,76,89
5610,73,94,61
5611,60,150,66
5612,80,115,29
5613,96,110,41
5614,65,141,31
5615,60,77,37
5616,70,34,53
5617,71,30,66
5618,54,67,38
5619,86,79,97
5620,69,74,131
5621,58,75,56
5622,52,75,37
5623,52,90,33
5624,52,121,79
5625,50,119,42
5626,68,114,77
5627,62,98,71
5628,84,75,70
5629,58,90,104
5630,61,87,28
5631,76,84,105
5632,70,144,63
5633,89,98,60
5634,61,161,86
5635,59,89,53
5636,71,34,30
5637,51,95,62
5638,64,89,36
5639,58,85,27
5640,79,122,60
5641,53,111,54
5642,69,98,73
5643,57,70,84
5644,58,90,76
5645,54,127,60
5646,58,87,62
5647,50,93,72
5648,64,30,68
5649,64,47,33
5650,67,104,52
5651,69,76,59
5652,70,167,47
5653,87,141,93
5654,60,77,54
5655,50,106,101
5656,54,74,93
5657,68,90,62
5658,67,88,76
5659,66,91,68
5660,76,71,37
5661,60,90,83
5662,68,90,34
5663,72,80,55
5664,73,89,94
5665,62,85,69
5666,83,80,72
5667,66,41,64
5668,61,114,88
5669,60,61,86
5670,63,92,57
5671,63,41,65
5672,58,72,68
5673,100,138,50
5674,53,118,163
5675,45,71,32
5676,59,98,47
5677,76,128,57
5678,69,120,61
5679,67,152,35
5680,76,101,53
5681,68,74,57
5682,64,86,115
5683,69,85,139
5684,50,30,59
5685,58,95,47
5686,62,59,124
5687,69,136,56
5688,59,114,82
5689,86,66,31
5690,52,94,96
5691,71,100,57
5692,62,88,59
5693,59,126,57
5694,45,86,62
5695,50,43,32
5696,56,47,69
5697,79,71,90
5698,65,74,32
5699,72,129,37
5700,97,100,41
5701,81,112,111
5702,99,97,84
5703,58,72,70
5704,56,70,117
5705,50,98,71
5706,69,82,65
5707,61,59,65
5708,78,64,64
5709,76,33,87
5710,79,108,61
5711,46,143,38
5712,61,80,32
5713,63,88,77
5714,51,134,55
5715,75,209,36
5716,45,83,63
5717,65,104,33
5718,61,84,118
5719,90,82,62
5720,91,97,57
5721,65,112,75
5722,66,78,92
5723,75,34,82
5724,64,123,72
5725,82,122,39
5726,55,103,40
5727,50,84,47
5728,68,123,62
5729,52,37,65
5730,55,116,116
5731,72,94,37
5732,99,77,57
5733,64,87,69
5734,53,82,66
5735,71,120,32
5736,43,43,80
5737,83,61,75
5738,52,76,53
5739,48,59,61
5740,65,117,69
5741,69,89,34
5742,55,71,56
5743,67,95,64
5744,63,104,70
5745,55,85,55
5746,55,80,61
5747,62,73,83
5748,63,95,59
5749,76,85,57
5750,60,87,60
5751,68,141,65
5752,56,87,64
5753,64,156,81
5754,91,110,72
5755,76,88,38
5756,47,59,68
5757,68,45,74
5758,75,38,33
5759,48,128,61
5760,60,79,62
5761,53,47,63
5762,51,119,66
5763,75,85,53
5764,47,94,82
5765,69,142,36
5766,51,84,63
5767,52,79,53
5768,62,60,71
5769,69,67,62
5770,56,39,61
5771,64,60,59
5772,70,62,27
5773,59,64,29
5774,50,82,51
5775,58,167,67
5776,56,106,72
5777,61,86,32
5778,50,63,66
5779,74,199,76
5780,53,92,58
5781,62,95,57
5782,92,84,80
5783,60,95,58
5784,52,67,71
5785,61,82,65
5786,61,38,57
5787,43,147,128
5788,100,31,30
5789,60,111,70
5790,83,78,65
5791,65,91,39
5792,89,84,38
5793,70,132,54
5794,66,97,66
5795,72,38,36
5796,56,148,33
5797,66,96,40
5798,60,96,127
5799,67,90,51
5800,67,78,63
5801,74,102,52
5802,68,84,36
5803,63,83,64
5804,60,86,124
5805,72,99,30
5806,93,73,37
5807,57,95,32
5808,57,72,60
5809,67,85,63
5810,102,84,29
5811,98,81,57
5812,64,35,73
5813,67,102,88
5814,65,88,38
5815,95,57,35
5816,69,90,64
5817,75,66,45
5818,67,69,84
5819,73,79,73
5820,75,43,93
5821,67,87,61
5822,62,93,37
5823,54,109,34
5824,61,68,58
5825,67,30,65
5826,82,91,37
5827,70,78,57
5828,62,57,37
5829,56,78,55
5830,55,85,92
5831,70,65,92
5832,54,114,37
5833,49,106,71
5834,68,57,79
5835,56,83,122
5836,51,105,89
5837,69,90,58
5838,97,87,76
5839,72,116,62
5840,64,55,72
5841,66,137,61
5842,50,55,64
5843,68,78,76
5844,77,113,35
5845,67,90,66
5846,54,92,60
5847,66,83,59
5848,61,90,52
5849,66,105,78
5850,61,131,60
5851,49,74,52
5852,64,142,73
5853,74,85,112
5854,47,101,58
5855,63,113,81
5856,92,89,32
5857,67,75,81
5858,53,122,70
5859,62,100,74
5860,67,143,28
5861,76,83,64
5862,98,73,66
5863,59,115,56
5864,66,107,55
5865,42,101,93
5866,61,79,57
5867,81,82,62
5868,57,99,106
5869,69,51,38
5870,64,118,29
5871,65,91,53
5872,66,171,53
5873,70,104,77
5874,64,130,76
5875,84,129,58
5876,47,77,73
5877,54,108,29
5878,45,88,62
5879,58,147,63
5880,75,117,57
5881,60,103,34
5882,80,102,41
5883,74,87,59
5884,70,84,60
5885,59,94,57
5886,42,37,42
5887,67,86,67
5888,59,36,49
5889,62,69,85
5890,58,105,43
5891,59,78,62
5892,62,86,61
5893,56,97,28
5894,77,209,64
5895,81,76,30
5896,69,96,33
5897,74,37,30
5898,63,86,79
5899,63,89,30
5900,69,71,59
5901,74,49,107
5902,74,87,64
5903,53,107,56
5904,65,90,54
5905,55,101,73
5906,55,199,78
5907,64,86,78
5908,49,109,90
5909,56,110,60
5910,51,115,60
5911,68,140,73
5912,56,126,36
5913,61,163,64
5914,51,61,69
5915,76,66,55
5916,80,83,68
5917,63,99,71
5918,59,71,62
5919,60,100,78
5920,69,73,70
5921,56,103,28
5922,50,129,61
5923,52,88,92
5924,58,95,43
5925,61,86,69
5926,102,104,65
5927,103,106,55
5928,62,100,66
5929,75,102,94
5930,70,106,63
5931,64,97,74
5932,72,110,53
5933,59,83,27
5934,86,86,60
5935,65,116,130
5936,81,119,72
5937,54,75,94
5938,69,94,36
5939,66,127,60
5940,57,73,57
5941,50,63,87
5942,76,39,71
5943,77,57,67
5944,86,80,65
5945,64,98,51
5946,67,118,87
5947,76,116,36
5948,90,79,136
5949,116,136,40
5950,52,85,55
5951,74,78,63
5952,60,94,68
5953,48,148,70
5954,59,80,71
5955,75,88,98
5956,63,110,37
5957,42,81,70
5958,57,93,79
5959,83,87,35
5960,64,79,35
5961,64,100,42
5962,77,85,68
5963,68,103,74
5964,51,102,131
5965,65,122,88
5966,65,108,58
5967,75,110,46
5968,61,111,139
5969,59,85,30
5970,70,35,62
5971,70,119,68
5972,63,152,30
5973,76,34,32
5974,72,81,69
5975,67,114,36
5976,64,86,112
5977,60,80,53
5978,71,59,34
5979,77,163,67
5980,74,110,37
5981,60,73,64
5982,69,136,52
5983,57,117,89
5984,71,96,56
5985,68,139,55
5986,61,89,53
5987,48,81,38
5988,78,90,58
5989,56,88,37
5990,66,102,62
5991,63,68,59
5992,65,114,76
5993,62,133,70
5994,58,102,57
5995,64,115,76
5996,73,44,95
5997,61,81,62
5998,46,42,54
5999,61,174,48
6000,49,103,35
6001,71,96,29
6002,84,45,98
6003,57,129,37
6004,70,45,30
6005,66,109,36
6006,68,75,66
6007,50,113,58
6008,60,35,77
6009,64,83,73
6010,52,62,55
6011,50,146,62
6012,51,94,63
6013,69,140,107
6014,55,116,79
6015,66,98,80
6016,72,96,60
6017,70,77,143
6018,92,88,37
6019,58,104,55
6020,58,109,58
6021,72,99,61
6022,73,74,36
6023,63,90,98
6024,61,101,71
6025,63,70,124
6026,58,104,28
6027,58,93,43
6028,65,88,34
6029,50,104,80
6030,59,84,83
6031,51,95,31
6032,59,150,82
6033,74,39,32
6034,55,81,65
6035,56,61,57
6036,68,85,73
6037,71,132,49
6038,68,81,68
6039,61,136,70
6040,56,110,71
6041,57,95,55
6042,50,98,56
6043,61,123,64
6044,61,115,74
6045,84,78,69
6046,54,137,58
6047,90,84,72
6048,84,112,74
6049,66,33,76
6050,62,110,65
6051,56,120,78
6052,68,162,66
6053,53,104,27
6054,47,91,73
6055,71,116,41
6056,59,100,52
6057,59,208,82
6058,64,74,102
6059,117,71,66
6060,89,108,87
6061,59,143,51
6062,53,107,36
6063,56,103,38
6064,68,77,82
6065,68,79,38
6066,65,186,55
6067,70,123,32
6068,60,45,37
6069,67,73,68
6070,66,120,75
6071,67,137,85
6072,62,85,69
6073,81,108,31
6074,60,81,76
6075,57,116,70
6076,74,87,50
6077,42,92,61
6078,58,105,64
6079,69,79,114
6080,56,85,68
6081,75,109,65
6082,64,37,54
6083,87,55,77
6084,78,91,71
6085,93,114,34
6086,66,84,59
6087,78,89,50
6088,66,68,65
6089,84,84,27
6090,65,109,84
6091,60,86,71
6092,80,41,50
6093,61,96,77
6094,78,80,88
6095,59,93,58
6096,70,82,60
6097,64,118,65
6098,74,103,85
6099,62,80,61
6100,86,99,70
6101,65,208,108
6102,61,94,115
6103,79,30,81
6104,76,69,58
6105,91,40,31
6106,49,80,37
6107,64,140,51
6108,73,91,66
6109,67,83,62
6110,75,112,30
6111,60,69,75
6112,69,39,61
6113,69,92,40
6114,53,74,34
6115,71,108,36
6116,94,104,55
6117,65,85,35
6118,61,102,55
6119,60,121,74
6120,61,110,57
6121,60,123,58
6122,62,115,78
6123,106,67,45
6124,58,33,78
6125,54,168,66
6126,72,106,58
6127,62,163,30
6128,61,109,67
6129,56,81,70
6130,58,89,31
6131,61,121,68
6132,75,89,57
6133,57,112,37
6134,61,121,50
6135,83,125,55
6136,63,81,65
6137,58,86,79
6138,52,83,74
6139,58,89,60
6140,64,93,106
6141,75,138,65
6142,58,120,32
6143,67,126,35
6144,58,127,143
6145,60,87,37
6146,54,89,79
6147,60,75,32
6148,98,103,36
6149,73,35,54
6150,54,76,42
6151,105,96,39
6152,80,101,66
6153,67,112,67
6154,64,84,36
6155,110,103,88
6156,60,57,64
6157,57,70,59
6158,67,141,62
6159,60,131,85
6160,64,103,53
6161,70,75,85
6162,76,75,76
6163,62,69,63
6164,89,109,65
6165,70,51,56
6166,64,72,57
6167,65,72,60
6168,98,72,79
6169,50,79,60
6170,78,39,37
6171,48,49,59
6172,66,72,61
6173,59,57,61
6174,60,118,33
6175,57,76,57
6176,64,95,102
6177,64,118,61
6178,69,41,59
6179,68,35,63
6180,63,84,79
6181,64,94,55
6182,66,88,65
6183,64,100,68
6184,63,108,124
6185,82,101,56
6186,69,73,62
6187,74,86,32
6188,62,136,106
6189,60,94,77
6190,64,139,30
6191,59,103,36
6192,47,91,59
6193,64,119,63
6194,64,120,115
6195,58,80,29
6196,100,69,62
6197,54,51,61
6198,58,90,59
6199,60,59,34
6200,66,147,54
6201,67,128,44
6202,53,84,70
6203,71,83,37
6204,71,40,36
6205,51,92,79
6206,48,110,61
6207,78,74,62
6208,93,74,61
6209,58,75,29
6210,51,90,71
6211,66,30,50
6212,57,99,31
6213,69,88,73
6214,47,45,36
6215,51,30,65
6216,63,87,68
6217,64,85,122
6218,66,90,63
6219,46,33,63
6220,67,68,29
6221,56,51,39
6222,60,110,66
6223,65,91,116
6224,68,84,125
6225,52,79,39
6226,72,63,58
6227,62,102,77
6228,63,131,77
6229,67,49,31
6230,69,65,82
6231,60,76,59
6232,74,32,43
6233,72,97,99
6234,80,83,62
6235,56,109,68
6236,114,51,64
6237,52,125,30
6238,71,84,68
6239,62,93,31
6240,65,99,63
6241,58,138,70
6242,62,169,65
6243,69,67,74
6244,51,77,82
6245,58,128,43
6246,66,84,28
6247,85,119,34
6248,68,38,74
6249,78,147,82
6250,50,41,53
6251,68,100,67
6252,69,170,70
6253,44,86,64
6254,96,80,80
6255,58,30,55
6256,68,98,145
6257,56,90,38
6258,94,84,40
6259,72,90,44
6260,95,64,65
6261,51,68,47
6262,77,103,62
6263,72,78,43
6264,55,74,57
6265,64,115,40
6266,73,108,32
6267,59,116,26
6268,66,53,66
6269,45,101,109
6270,98,150,37
6271,67,86,67
6272,45,74,69
6273,71,102,30
6274,109,102,54
6275,58,43,47
6276,64,95,61
6277,82,104,97
6278,64,133,41
6279,67,81,164
6280,63,46,64
6281,74,86,34
6282,79,113,60
6283,65,103,86
6284,60,75,51
6285,78,121,75
6286,90,70,57
6287,83,158,44
6288,73,108,70
6289,75,85,66
6290,70,85,27
6291,62,76,58
6292,79,134,30
6293,67,128,59
6294,55,111,34
6295,55,75,58
6296,72,72,112
6297,68,173,31
6298,48,99,34
6299,70,98,57
6300,71,60,74
6301,102,90,73
6302,54,135,70
6303,70,90,57
6304,57,178,42
6305,76,96,66
6306,97,35,69
6307,60,100,79
6308,45,89,33
6309,75,80,32
6310,93,93,40
6311,57,84,69
6312,66,122,53
6313,63,33,86
6314,51,146,54
6315,49,124,83
6316,47,130,59
6317,52,95,59
6318,90,47,59
6319,74,70,83
6320,75,88,69
6321,58,95,67
6322,58,90,80
6323,60,77,76
6324,61,43,33
6325,67,108,73
6326,61,32,84
6327,63,113,64
6328,54,91,72
6329,66,43,52
6330,65,51,65
6331,63,134,78
6332,77,75,56
6333,49,99,52
6334,54,73,69
6335,86,86,59
6336,64,67,35
6337,70,103,67
6338,57,106,33
6339,57,90,39
6340,66,118,122
6341,95,104,82
6342,124,80,75
6343,61,87,35
6344,67,86,78
6345,59,94,93
6346,53,141,80
6347,54,114,94
6348,60,100,39
6349,65,96,80
6350,60,93,37
6351,71,89,84
6352,62,95,37
6353,58,88,55
6354,59,95,59
6355,67,136,82
6356,42,123,37
6357,75,45,64
6358,61,108,28
6359,94,45,28
6360,56,78,64
6361,62,35,67
6362,67,140,66
6363,60,68,65
6364,154,72,63
6365,61,86,67
