Episode,Run 1,Run 2,Run 3
16187,88,114,143
16188,51,80,36
16189,86,125,61
16190,54,103,57
16191,71,145,59
16192,57,72,54
16193,48,75,54
16194,64,43,45
16195,78,130,31
16196,69,86,79
16197,61,90,79
16198,75,114,82
16199,71,74,72
16200,65,30,63
16201,60,85,77
16202,61,82,32
16203,60,92,59
16204,98,98,36
16205,58,146,31
16206,70,120,64
16207,58,147,57
16208,66,39,38
16209,69,80,76
16210,67,131,28
16211,68,60,75
16212,69,83,123
16213,69,69,74
16214,82,34,38
16215,58,84,72
16216,59,91,31
16217,66,88,76
16218,62,92,36
16219,60,129,73
16220,101,84,75
16221,56,168,32
16222,67,92,73
16223,45,83,60
16224,68,125,67
16225,60,76,31
16226,94,68,60
16227,60,94,71
16228,70,128,33
16229,68,101,41
16230,73,86,34
16231,60,45,63
16232,80,100,51
16233,43,83,79
16234,63,84,57
16235,62,70,36
16236,55,88,61
16237,84,110,52
16238,61,62,76
16239,64,95,74
16240,50,69,102
16241,51,80,65
16242,69,140,68
16243,46,76,58
16244,58,85,89
16245,55,100,58
16246,68,80,64
16247,73,92,59
16248,61,90,55
16249,70,70,36
16250,52,132,58
16251,64,92,32
16252,66,92,54
16253,75,64,33
16254,57,91,46
16255,55,67,57
16256,96,100,31
16257,71,80,66
16258,102,78,47
16259,46,79,53
16260,49,75,27
16261,66,86,65
16262,64,93,78
16263,87,95,66
16264,59,91,60
16265,69,74,80
16266,69,32,84
16267,54,80,66
16268,58,73,53
16269,70,69,123
16270,69,32,57
16271,90,101,93
16272,58,96,68
16273,60,118,60
16274,77,129,41
16275,51,36,136
16276,77,74,63
16277,61,91,63
16278,58,101,34
16279,67,103,59
16280,72,80,56
16281,57,105,122
16282,59,79,53
16283,48,110,27
16284,72,109,69
16285,63,69,64
16286,59,45,62
16287,51,102,34
16288,66,105,31
16289,53,100,56
16290,82,140,66
16291,62,131,87
16292,61,74,38
16293,58,124,74
16294,58,74,57
16295,72,34,40
16296,68,121,74
16297,49,84,91
16298,104,63,66
16299,83,143,64
16300,42,94,39
16301,53,102,129
16302,59,126,63
16303,57,66,60
16304,48,130,80
16305,73,111,62
16306,52,91,90
16307,90,114,32
16308,63,91,40
16309,79,121,46
16310,54,55,33
16311,67,102,53
16312,92,72,28
16313,68,74,47
16314,67,96,49
16315,67,105,189
16316,79,100,63
16317,52,132,32
16318,81,84,59
16319,91,100,117
16320,69,68,58
16321,57,71,71
16322,64,97,42
16323,52,154,32
16324,70,120,55
16325,53,90,70
16326,69,32,71
16327,70,106,36
16328,56,95,30
16329,54,118,72
16330,63,97,79
16331,67,64,65
16332,62,78,64
16333,57,33,69
16334,54,152,39
16335,58,80,65
16336,71,41,76
16337,76,121,39
16338,62,69,34
16339,65,111,76
16340,92,141,33
16341,62,128,54
16342,60,108,36
16343,61,95,28
16344,63,74,78
16345,83,99,62
16346,42,89,86
16347,84,69,61
16348,60,91,71
16349,54,68,77
16350,90,130,69
16351,73,94,59
16352,49,84,30
16353,88,85,57
16354,50,80,116
16355,63,105,36
16356,64,101,62
16357,62,49,38
16358,57,74,66
16359,84,65,39
16360,61,165,72
16361,54,90,63
16362,70,81,38
16363,88,109,49
16364,71,78,30
16365,53,140,65
16366,82,153,107
16367,80,90,55
16368,77,114,70
16369,73,118,63
16370,40,68,26
16371,54,61,70
16372,57,51,60
16373,83,38,76
16374,70,93,64
16375,64,81,62
16376,56,96,65
16377,51,119,58
16378,82,77,39
16379,63,34,76
16380,49,100,33
16381,63,121,61
16382,72,97,26
16383,76,85,35
16384,52,95,130
16385,68,76,60
16386,57,108,26
16387,100,89,65
16388,53,92,56
16389,60,99,37
16390,77,49,68
16391,71,90,54
16392,62,140,29
16393,50,76,100
16394,60,68,62
16395,57,95,90
16396,59,103,36
16397,60,90,66
16398,58,39,38
16399,66,100,87
16400,68,82,83
16401,62,117,59
16402,70,109,57
16403,68,109,58
16404,65,89,31
16405,63,143,34
16406,60,85,76
16407,79,134,64
16408,99,140,52
16409,75,107,57
16410,67,100,31
16411,67,93,55
16412,67,62,73
16413,66,145,60
16414,89,81,40
16415,55,130,80
16416,64,77,33
16417,59,87,58
16418,49,116,62
16419,56,65,67
16420,65,64,59
16421,73,116,32
16422,70,128,71
16423,51,81,55
16424,66,106,67
16425,42,72,35
16426,44,86,78
16427,64,139,61
16428,42,45,63
16429,76,77,65
16430,69,37,32
16431,63,114,72
16432,64,146,30
16433,63,72,74
16434,66,132,34
16435,71,95,29
16436,64,82,37
16437,97,86,63
16438,78,110,106
16439,68,140,88
16440,58,37,55
16441,62,80,84
16442,71,35,112
16443,84,119,66
16444,52,103,55
16445,71,87,70
16446,69,69,67
16447,68,79,61
16448,67,35,83
16449,49,96,49
16450,83,151,39
16451,68,103,35
16452,70,49,83
16453,64,214,73
16454,43,120,57
16455,66,84,140
16456,55,86,53
16457,57,90,36
16458,82,59,40
16459,59,71,58
16460,58,88,39
16461,60,67,61
16462,74,150,43
16463,58,109,105
16464,70,110,79
16465,74,134,48
16466,66,90,35
16467,54,98,53
16468,63,110,112
16469,54,53,62
16470,74,110,38
16471,83,105,62
16472,79,184,76
16473,92,122,39
16474,67,92,41
16475,76,95,73
16476,66,34,56
16477,72,149,65
16478,52,43,91
16479,58,78,60
16480,82,78,67
16481,53,83,54
16482,64,78,56
16483,60,90,71
16484,74,90,70
16485,69,86,75
16486,62,96,87
16487,56,65,63
16488,43,51,32
16489,72,58,74
16490,57,122,57
16491,90,93,32
16492,49,83,37
16493,52,90,32
16494,58,110,54
16495,78,109,55
16496,113,90,56
16497,84,94,52
16498,77,110,62
16499,72,80,58
16500,54,79,77
16501,74,86,34
16502,64,84,89
16503,51,93,67
16504,55,99,75
16505,95,86,30
16506,70,76,46
16507,57,77,32
16508,98,34,35
16509,49,102,50
16510,88,98,67
16511,57,109,63
16512,60,88,54
16513,67,59,75
16514,61,86,32
16515,72,94,58
16516,59,90,45
16517,84,90,66
16518,54,141,36
16519,62,113,69
16520,95,103,56
16521,76,94,32
16522,60,35,41
16523,50,82,65
16524,62,80,63
16525,84,100,81
16526,58,34,75
16527,42,173,91
16528,107,98,58
16529,55,121,35
16530,72,116,39
16531,81,91,61
16532,75,74,27
16533,54,59,75
16534,62,70,70
16535,81,107,57
16536,62,136,36
16537,59,77,65
16538,60,157,78
16539,65,124,28
16540,52,118,81
16541,53,84,36
16542,48,49,65
16543,59,32,132
16544,67,84,49
16545,62,82,64
16546,59,33,53
16547,68,59,58
16548,60,28,56
16549,68,75,76
16550,88,40,61
16551,90,98,42
16552,60,78,73
16553,98,76,52
16554,81,105,51
16555,51,87,55
16556,46,81,87
16557,60,139,53
16558,57,49,54
16559,54,127,30
16560,57,39,76
16561,67,32,71
16562,66,134,84
16563,66,93,39
16564,62,111,58
16565,74,117,92
16566,77,139,57
16567,57,138,70
16568,68,142,30
16569,79,78,31
16570,63,94,33
16571,64,121,58
16572,66,73,67
16573,78,111,39
16574,46,95,31
16575,56,95,60
16576,69,106,57
16577,64,98,60
16578,61,149,59
16579,89,77,75
16580,49,94,30
16581,71,70,71
16582,74,100,75
16583,112,81,83
16584,57,120,97
16585,57,33,57
16586,72,81,72
16587,59,109,58
16588,70,93,64
16589,61,122,30
16590,60,87,53
16591,113,34,46
16592,92,78,50
16593,53,38,82
16594,60,116,34
16595,59,98,64
16596,62,108,53
16597,67,125,159
16598,78,93,54
16599,62,36,58
16600,62,131,44
16601,51,76,66
16602,105,76,122
16603,52,118,73
16604,82,92,72
16605,71,137,66
16606,66,109,70
16607,106,73,63
16608,48,94,34
16609,72,115,65
16610,61,81,81
16611,59,90,33
16612,75,84,66
16613,50,69,62
16614,65,33,78
16615,56,72,77
16616,66,98,85
16617,55,102,32
16618,52,68,60
16619,59,96,49
16620,45,93,88
16621,60,132,71
16622,59,112,66
16623,70,51,52
16624,55,98,43
16625,70,86,65
16626,70,244,59
16627,63,70,91
16628,63,35,37
16629,44,77,65
16630,69,96,123
16631,61,108,37
16632,60,156,32
16633,63,63,63
16634,67,101,32
16635,66,66,51
16636,69,93,37
16637,57,72,35
16638,53,106,58
16639,82,124,73
16640,84,82,61
16641,75,86,27
16642,52,143,68
16643,54,101,28
16644,52,76,98
16645,60,91,52
16646,57,33,58
16647,59,112,30
16648,62,89,53
16649,55,34,70
16650,53,83,47
16651,68,119,115
16652,46,74,43
16653,77,106,41
16654,57,89,28
16655,57,78,56
16656,72,123,37
16657,56,109,127
16658,72,79,63
16659,65,99,81
16660,90,131,60
16661,56,37,50
16662,72,84,28
16663,53,129,56
16664,58,113,62
16665,65,120,93
16666,60,159,57
16667,78,82,74
16668,61,66,64
16669,69,49,74
16670,65,84,61
16671,60,88,74
16672,48,114,33
16673,70,128,71
16674,70,92,75
16675,66,82,52
16676,83,72,72
16677,84,103,30
16678,66,32,65
16679,60,80,47
16680,78,104,65
16681,50,139,85
16682,64,74,35
16683,73,39,63
16684,57,73,70
16685,46,74,61
16686,65,100,81
16687,60,146,86
16688,86,80,61
16689,56,146,58
16690,62,79,58
16691,60,80,57
16692,79,107,91
16693,68,100,29
16694,61,95,163
16695,60,85,29
16696,66,129,35
16697,48,69,60
16698,67,113,58
16699,53,96,37
16700,73,74,30
16701,57,95,64
16702,72,85,60
16703,77,124,57
16704,69,82,43
16705,67,106,101
16706,67,55,32
16707,68,86,56
16708,76,79,68
16709,58,102,28
16710,67,129,31
16711,62,111,83
16712,60,105,70
16713,60,62,68
16714,73,76,70
16715,64,90,58
16716,71,88,59
16717,96,69,32
16718,66,81,68
16719,45,97,34
16720,49,101,65
16721,63,88,39
16722,74,64,30
16723,66,84,71
16724,68,51,64
16725,71,29,34
16726,85,35,63
16727,63,95,69
16728,64,94,56
16729,70,41,103
16730,48,138,40
16731,64,43,29
16732,84,86,66
16733,55,151,74
16734,59,116,28
16735,61,78,75
16736,90,95,69
16737,47,153,38
16738,61,93,45
16739,39,131,58
16740,94,146,64
16741,65,74,57
16742,69,69,35
16743,70,85,41
16744,59,79,61
16745,102,134,80
16746,66,126,74
16747,78,72,60
16748,50,89,54
16749,66,106,62
16750,44,86,73
16751,54,81,59
16752,67,98,70
16753,71,72,63
16754,72,86,69
16755,86,102,59
16756,64,155,59
16757,60,111,70
16758,64,45,63
16759,69,37,59
16760,79,68,83
16761,66,38,56
16762,62,101,77
16763,58,141,60
16764,75,59,55
16765,57,57,52
16766,66,120,68
16767,68,115,85
16768,63,130,30
16769,60,128,72
16770,59,84,68
16771,60,30,62
16772,70,135,39
16773,69,80,66
16774,53,70,94
16775,40,100,32
16776,70,105,65
16777,71,49,72
16778,86,86,62
16779,54,114,91
16780,82,30,52
16781,97,82,63
16782,56,107,55
16783,74,142,56
16784,66,85,66
16785,68,67,53
16786,79,101,60
16787,90,86,56
16788,61,94,80
16789,69,173,31
16790,126,120,32
16791,68,88,59
16792,69,182,37
16793,80,41,82
16794,76,79,41
16795,54,104,55
16796,55,124,39
16797,41,98,65
16798,60,76,59
16799,62,80,34
16800,66,89,52
16801,99,84,67
16802,71,71,61
16803,96,87,82
16804,67,153,60
16805,64,67,68
16806,98,41,74
16807,68,92,63
16808,54,125,81
16809,54,30,59
16810,70,68,117
16811,73,78,94
16812,66,137,117
16813,65,210,55
16814,84,96,43
16815,92,75,55
16816,57,92,63
16817,86,186,70
16818,65,67,76
16819,77,88,62
16820,94,61,32
16821,73,86,67
16822,71,92,33
16823,68,88,61
16824,48,75,74
16825,71,38,41
16826,95,96,54
16827,93,97,55
16828,58,62,46
16829,55,102,53
16830,54,204,83
16831,70,128,37
16832,49,92,81
16833,56,108,108
16834,57,87,72
16835,56,124,34
16836,72,107,128
16837,58,109,91
16838,70,124,38
16839,82,116,55
16840,77,42,69
16841,55,147,27
16842,61,121,85
16843,50,144,98
16844,58,132,125
16845,59,66,33
16846,95,96,65
16847,64,30,63
16848,60,87,69
16849,56,105,34
16850,56,86,70
16851,57,85,69
16852,66,66,57
16853,56,90,73
16854,56,88,69
16855,58,73,83
16856,61,34,131
16857,68,62,37
16858,51,72,35
16859,72,82,76
16860,70,107,71
16861,77,154,47
16862,58,65,76
16863,95,134,62
16864,61,104,62
16865,67,74,73
16866,58,54,55
16867,70,118,58
16868,57,82,66
16869,74,104,66
16870,77,77,42
16871,58,105,62
16872,95,85,70
16873,62,111,54
16874,56,30,65
16875,63,111,105
16876,44,86,43
16877,52,118,27
16878,70,102,76
16879,69,70,59
16880,74,142,79
16881,64,40,33
16882,62,75,70
16883,56,142,52
16884,66,90,89
16885,69,85,58
16886,56,58,58
16887,62,97,34
16888,66,111,36
16889,54,147,60
16890,69,74,65
16891,65,79,77
16892,96,99,58
16893,60,91,33
16894,61,81,66
16895,45,97,89
16896,54,94,74
16897,58,108,34
16898,106,91,85
16899,65,84,72
16900,72,104,60
16901,88,82,120
16902,58,103,35
16903,71,124,81
16904,62,41,85
16905,68,91,61
16906,64,106,71
16907,81,99,57
16908,58,143,72
16909,81,117,57
16910,67,37,65
16911,77,104,57
16912,52,111,73
16913,42,80,74
16914,52,67,59
16915,97,81,76
16916,68,98,56
16917,75,64,61
16918,68,96,32
16919,45,67,34
16920,54,85,59
16921,60,120,27
16922,79,97,81
16923,62,130,68
16924,62,82,68
16925,87,30,65
16926,62,86,84
16927,64,74,53
16928,57,100,86
16929,63,109,64
16930,107,101,129
16931,75,41,32
16932,59,97,28
16933,65,55,32
16934,57,71,135
16935,66,99,55
16936,63,97,59
16937,61,39,29
16938,77,132,61
16939,77,137,84
16940,82,49,51
16941,65,62,60
16942,78,114,60
16943,74,105,75
16944,47,127,101
16945,79,32,68
16946,75,43,33
16947,57,81,62
16948,76,99,59
16949,66,34,27
16950,66,118,32
16951,73,34,57
16952,85,140,33
16953,78,119,71
16954,67,76,55
16955,74,84,31
16956,76,140,80
16957,49,81,67
16958,82,88,27
16959,72,96,30
16960,52,97,32
16961,55,40,33
16962,65,37,31
16963,78,110,63
16964,54,116,38
16965,64,132,55
16966,77,80,68
16967,67,87,65
16968,92,83,80
16969,67,97,54
16970,68,79,122
16971,72,98,34
16972,56,91,37
16973,58,182,30
16974,67,94,30
16975,63,51,70
16976,70,121,30
16977,87,140,58
16978,72,83,64
16979,60,117,74
16980,65,105,63
16981,64,116,60
16982,60,163,77
16983,71,86,30
16984,65,78,66
16985,63,102,69
16986,61,115,61
16987,91,82,38
16988,95,86,64
16989,71,84,68
16990,75,86,86
16991,47,119,77
16992,92,92,32
16993,60,105,109
16994,55,33,76
16995,74,69,32
16996,60,105,37
16997,73,160,72
16998,64,168,60
16999,70,96,34
17000,63,123,65
17001,69,34,60
17002,98,122,55
17003,61,102,56
17004,64,45,54
17005,50,82,76
17006,54,124,53
17007,67,137,28
17008,65,72,36
17009,61,171,74
17010,63,78,35
17011,66,37,132
17012,56,107,67
17013,60,110,66
17014,71,76,76
17015,69,124,56
17016,59,82,72
17017,65,157,67
17018,68,106,56
17019,44,159,74
17020,59,138,68
17021,60,89,61
17022,58,51,77
17023,67,88,34
17024,56,100,66
17025,53,104,37
17026,67,35,68
17027,61,90,60
17028,93,76,34
17029,52,51,34
17030,76,192,59
17031,60,100,57
17032,61,61,56
17033,63,88,78
17034,44,37,31
17035,55,77,75
17036,45,37,27
17037,92,122,71
17038,82,68,61
17039,66,116,26
17040,66,102,73
17041,73,75,81
17042,60,100,35
17043,105,64,66
17044,66,109,39
17045,69,118,56
17046,65,79,65
17047,67,65,76
17048,68,176,30
17049,72,101,93
17050,76,63,29
17051,42,76,53
17052,60,58,64
17053,65,77,61
17054,55,125,61
17055,64,99,107
17056,74,100,104
17057,58,33,105
17058,63,62,66
17059,47,84,70
17060,77,61,132
17061,54,70,51
17062,66,86,33
17063,84,112,79
17064,63,72,43
17065,67,126,65
17066,60,39,73
17067,66,137,52
17068,75,30,56
17069,64,99,32
17070,58,87,74
17071,60,115,79
17072,99,127,39
17073,67,77,69
17074,109,92,32
17075,49,119,59
17076,52,85,54
17077,55,74,103
17078,75,75,95
17079,53,107,62
17080,66,87,58
17081,54,95,33
17082,66,47,71
17083,64,92,123
17084,52,89,30
17085,76,68,60
17086,52,87,34
17087,53,121,62
17088,69,61,76
17089,60,36,26
17090,73,103,60
17091,66,61,59
17092,93,94,80
17093,56,53,37
17094,77,136,67
17095,60,72,37
17096,69,114,67
17097,78,65,66
17098,62,83,48
17099,71,66,74
17100,77,68,75
17101,69,85,65
17102,57,99,57
17103,67,84,86
17104,71,132,61
17105,63,71,28
17106,78,95,28
17107,67,85,62
17108,41,80,35
17109,66,56,67
17110,45,111,53
17111,50,121,126
17112,71,72,61
17113,76,75,40
17114,60,68,63
17115,50,66,76
17116,72,110,62
17117,74,93,37
17118,62,86,87
17119,64,91,81
17120,60,72,73
17121,52,88,117
17122,75,112,55
17123,64,78,59
17124,82,102,64
17125,72,34,81
17126,58,86,35
17127,69,65,120
17128,61,148,85
17129,60,56,64
17130,76,108,62
17131,60,86,33
17132,55,69,58
17133,57,91,63
17134,46,32,30
17135,82,56,87
17136,58,94,60
17137,69,110,38
17138,96,96,63
17139,96,97,36
17140,68,104,64
17141,48,34,67
17142,73,154,54
17143,64,89,32
17144,73,87,74
17145,68,36,36
17146,45,101,51
17147,68,137,26
17148,68,101,59
17149,68,200,70
17150,64,81,70
17151,49,110,62
17152,50,90,79
17153,64,74,56
17154,96,122,62
17155,60,92,37
17156,66,97,64
17157,78,67,42
17158,67,47,62
17159,86,137,81
17160,68,97,34
17161,86,85,46
17162,70,32,48
17163,80,169,63
17164,66,82,53
17165,52,86,27
17166,52,108,47
17167,67,81,72
17168,74,85,39
17169,66,101,60
17170,68,100,83
17171,63,32,34
17172,55,94,81
17173,54,92,41
17174,62,111,83
17175,93,53,74
17176,65,131,57
17177,96,86,27
17178,47,78,74
17179,56,70,78
17180,55,88,53
17181,67,148,52
17182,88,84,70
17183,70,165,60
17184,61,75,39
17185,54,106,64
17186,46,101,63
17187,71,90,54
17188,55,106,64
17189,71,117,41
17190,62,72,30
17191,71,88,68
17192,56,61,37
17193,85,112,79
17194,60,75,35
17195,99,112,72
17196,52,94,35
17197,61,72,64
17198,74,133,29
17199,107,94,39
17200,65,89,76
17201,71,113,39
17202,56,93,69
17203,61,37,35
17204,65,100,43
17205,66,98,60
17206,100,92,34
17207,64,97,54
17208,66,128,38
17209,51,88,63
17210,84,40,51
17211,70,80,34
17212,96,130,65
17213,74,87,50
17214,65,101,68
17215,69,110,30
17216,74,80,61
17217,57,85,57
17218,93,82,33
17219,72,80,63
17220,44,84,30
17221,43,64,65
17222,66,104,42
17223,92,76,62
17224,58,47,55
17225,68,97,59
17226,71,73,30
17227,60,87,53
17228,68,108,58
17229,63,104,41
17230,56,117,74
17231,48,117,65
17232,52,78,57
17233,70,93,37
17234,48,146,71
17235,64,92,30
17236,84,61,82
17237,56,126,70
17238,52,78,34
17239,58,71,29
17240,55,88,57
17241,59,95,74
17242,57,171,53
17243,64,104,54
17244,55,115,40
17245,103,84,26
17246,66,136,63
17247,60,70,120
17248,61,119,53
17249,81,92,40
17250,46,109,66
17251,58,81,59
17252,65,111,64
17253,74,86,82
17254,51,41,85
17255,54,34,41
17256,82,68,57
17257,66,84,62
17258,86,113,86
17259,71,96,98
17260,71,62,67
17261,78,71,80
17262,69,84,106
17263,42,134,39
17264,81,72,32
17265,99,91,43
17266,69,34,39
17267,58,97,131
17268,53,95,105
17269,54,74,77
17270,76,105,72
17271,64,78,39
17272,61,106,107
17273,70,144,65
17274,70,32,61
17275,60,83,59
17276,68,78,72
17277,48,63,28
17278,49,83,89
17279,46,71,32
17280,51,65,27
17281,49,107,51
17282,91,89,82
17283,59,95,29
17284,105,110,47
17285,60,83,63
17286,72,63,57
17287,69,92,70
17288,51,82,94
17289,56,121,33
17290,56,68,29
17291,68,88,74
17292,56,99,65
17293,56,88,125
17294,97,100,66
17295,50,115,80
17296,76,77,65
17297,60,126,65
17298,65,30,56
17299,53,58,109
17300,66,120,73
17301,54,149,30
17302,85,34,65
17303,58,96,38
17304,83,53,70
17305,65,47,61
17306,72,87,57
17307,76,142,60
17308,58,68,69
17309,52,51,79
17310,55,35,62
17311,67,114,82
17312,53,73,58
17313,72,60,96
17314,71,84,70
17315,56,74,59
17316,70,121,60
17317,47,102,40
17318,64,76,75
17319,68,70,94
17320,67,109,31
17321,76,43,164
17322,54,74,35
17323,67,100,35
17324,93,37,37
17325,71,100,31
17326,64,96,35
17327,58,82,65
17328,74,85,64
17329,60,154,81
17330,65,63,72
17331,92,80,35
17332,47,129,40
17333,48,86,44
17334,60,102,59
17335,60,209,57
17336,74,98,75
17337,49,78,27
17338,64,87,75
17339,64,69,122
17340,82,168,36
17341,169,118,64
17342,61,116,32
17343,44,121,58
17344,59,45,102
17345,73,108,27
17346,49,72,66
17347,50,98,34
17348,78,93,65
17349,64,79,88
17350,56,105,30
17351,64,80,72
17352,79,137,54
17353,84,38,130
17354,63,135,31
17355,75,133,73
17356,53,145,34
17357,92,65,27
17358,64,84,53
17359,65,66,62
17360,72,81,59
17361,54,77,56
17362,105,33,31
17363,72,128,95
17364,76,78,76
17365,58,95,56
17366,64,142,32
17367,61,45,62
17368,72,88,130
17369,83,95,57
17370,50,109,38
17371,66,45,78
17372,91,154,63
17373,54,69,83
17374,81,36,41
17375,71,72,56
17376,64,56,31
17377,44,86,70
17378,60,80,86
17379,62,82,71
17380,67,130,63
17381,57,59,73
17382,71,104,60
17383,88,93,137
17384,55,118,56
17385,86,79,74
17386,59,90,26
17387,57,74,60
17388,64,65,88
17389,64,73,36
17390,82,108,40
17391,53,81,59
17392,60,76,38
17393,45,105,69
17394,79,81,59
17395,77,108,61
17396,93,97,56
17397,62,103,36
17398,76,134,36
17399,60,93,59
17400,57,126,38
17401,55,112,65
17402,57,122,79
17403,66,90,61
17404,64,41,30
17405,64,73,67
17406,72,82,60
17407,66,43,55
17408,85,80,66
17409,70,57,76
17410,95,140,69
17411,64,47,30
17412,72,123,73
17413,60,65,68
17414,52,143,67
17415,62,87,67
17416,53,82,32
17417,56,171,54
17418,70,90,64
17419,54,95,30
17420,69,84,64
17421,67,78,31
17422,70,94,102
17423,59,28,29
17424,63,80,69
17425,48,71,52
17426,63,85,54
17427,45,86,29
17428,69,123,56
17429,53,124,26
17430,107,30,61
17431,63,103,55
17432,62,112,71
17433,57,91,76
17434,74,95,64
17435,52,34,31
17436,75,62,69
17437,69,71,86
17438,61,153,56
17439,62,86,71
17440,59,134,41
17441,66,78,47
17442,49,88,64
17443,68,83,52
17444,64,130,42
17445,59,73,69
17446,63,122,30
17447,91,110,72
17448,69,80,32
17449,62,38,64
17450,93,79,33
17451,55,72,60
17452,89,73,78
17453,70,87,37
17454,51,138,39
17455,84,72,57
17456,65,92,67
17457,77,83,53
17458,60,82,60
17459,56,117,73
17460,64,82,43
17461,60,105,78
17462,76,85,56
17463,59,81,62
17464,73,132,59
17465,72,80,89
17466,66,98,65
17467,64,100,33
17468,60,84,33
17469,50,95,62
17470,98,88,118
17471,60,70,29
17472,56,81,41
17473,62,120,29
17474,51,83,30
17475,67,98,59
17476,60,66,71
17477,62,37,60
17478,54,73,35
17479,64,129,56
17480,63,42,80
17481,54,92,40
17482,86,152,30
17483,66,47,70
17484,70,117,36
17485,58,91,79
17486,54,76,57
17487,48,38,58
17488,60,128,43
17489,75,114,69
17490,76,162,30
17491,64,83,28
17492,66,151,58
17493,65,93,66
17494,99,40,59
17495,97,98,33
17496,70,37,57
17497,66,91,81
17498,61,76,85
17499,81,116,64
17500,62,75,66
17501,66,49,78
17502,75,98,84
17503,50,81,28
17504,60,108,62
17505,56,66,67
17506,123,92,46
17507,52,93,77
17508,46,79,26
17509,58,97,27
17510,66,51,77
17511,75,79,58
17512,53,77,55
17513,60,100,55
17514,94,134,39
17515,71,79,55
17516,59,127,76
17517,74,93,70
17518,73,96,60
17519,58,85,58
17520,93,123,93
17521,42,111,44
17522,63,97,78
17523,56,104,68
17524,58,82,88
17525,58,97,59
17526,63,176,52
17527,49,66,32
17528,59,84,71
17529,63,59,45
17530,61,98,59
17531,76,138,69
17532,68,80,57
17533,62,75,38
17534,61,79,34
17535,56,98,43
17536,67,91,53
17537,106,36,37
17538,54,94,66
17539,49,83,27
17540,86,110,60
17541,54,97,59
17542,79,34,66
17543,48,32,43
17544,59,85,56
17545,69,70,30
17546,84,111,70
17547,71,129,109
17548,58,97,96
17549,72,85,37
17550,75,84,53
17551,79,118,61
17552,71,95,60
17553,66,114,59
17554,58,80,34
17555,81,95,52
17556,74,84,40
17557,59,135,80
17558,81,95,64
17559,76,102,130
17560,56,84,54
17561,56,37,33
17562,95,74,31
17563,52,135,30
17564,64,153,59
17565,72,113,75
17566,64,39,32
17567,45,99,31
17568,62,130,66
17569,62,65,64
17570,86,109,107
17571,95,84,64
17572,90,96,37
17573,59,73,36
17574,93,97,39
17575,60,85,55
17576,44,76,46
17577,70,107,34
17578,57,98,84
17579,66,121,66
17580,59,69,60
17581,58,64,57
17582,69,70,33
17583,64,134,60
17584,61,105,68
17585,96,129,99
17586,87,55,38
17587,50,77,53
17588,54,69,129
17589,77,78,138
17590,82,37,68
17591,57,59,52
17592,92,73,98
17593,48,75,32
17594,60,98,55
17595,99,110,73
17596,58,63,117
17597,73,193,61
17598,58,61,37
17599,62,30,86
17600,66,74,68
17601,64,40,29
17602,64,44,76
17603,83,75,37
17604,68,122,58
17605,54,102,60
17606,63,158,62
17607,50,92,32
17608,81,79,59
17609,70,184,109
17610,44,88,69
17611,59,128,37
17612,75,37,32
17613,62,140,74
17614,64,118,68
17615,59,96,33
17616,98,39,52
17617,70,87,85
17618,98,33,28
17619,70,32,98
17620,42,102,64
17621,71,80,53
17622,149,77,37
17623,60,98,54
17624,63,106,66
17625,51,37,59
17626,63,97,54
17627,52,82,52
17628,54,65,63
17629,69,70,31
17630,98,73,29
17631,44,152,48
17632,70,90,58
17633,82,91,32
17634,54,79,54
17635,66,107,100
17636,51,92,118
17637,56,100,76
17638,64,83,64
17639,62,66,76
17640,61,83,32
17641,56,90,65
17642,60,78,80
17643,56,149,66
17644,51,109,88
17645,71,122,35
17646,46,30,64
17647,64,143,63
17648,57,117,93
17649,48,88,74
17650,75,125,139
17651,91,58,45
17652,69,88,135
17653,72,122,57
17654,52,114,73
17655,69,117,53
17656,66,41,41
17657,82,103,67
17658,66,60,64
17659,48,152,75
17660,73,105,59
17661,62,126,61
17662,62,100,41
17663,62,77,54
17664,56,112,28
17665,69,37,86
17666,68,87,60
17667,71,105,117
17668,98,96,64
17669,65,131,48
17670,77,77,53
17671,66,122,63
17672,64,99,118
17673,61,80,55
17674,58,90,68
17675,62,119,48
17676,63,132,57
17677,72,81,34
17678,87,106,72
17679,65,95,38
17680,70,128,68
17681,63,96,68
17682,58,96,72
17683,60,38,70
17684,64,116,131
17685,65,112,38
17686,49,54,64
17687,51,78,62
17688,64,78,30
17689,69,80,31
17690,65,73,40
17691,85,73,57
17692,65,32,41
17693,58,79,131
17694,96,74,96
17695,70,94,51
17696,75,124,51
17697,97,132,66
17698,63,77,38
17699,70,34,61
17700,70,112,40
17701,127,73,32
17702,58,106,79
17703,60,94,54
17704,51,143,82
17705,59,153,51
17706,59,70,63
17707,75,117,66
17708,65,148,68
17709,60,128,28
17710,67,111,39
17711,59,93,38
17712,67,95,33
17713,77,77,56
17714,60,115,61
17715,59,75,111
17716,66,97,62
17717,78,51,36
17718,55,142,120
17719,61,86,84
17720,67,86,64
17721,81,71,33
17722,52,100,64
17723,56,127,82
17724,56,163,56
17725,68,130,58
17726,50,77,57
17727,49,143,57
17728,54,129,66
17729,63,104,66
17730,77,140,33
17731,70,35,69
17732,74,54,29
17733,77,67,37
17734,67,90,110
17735,54,98,76
17736,50,96,72
17737,78,77,77
17738,69,34,84
17739,83,66,61
